410.61	7007.26
410.51	7143.77
410.41	7069.62
410.31	6877.89
410.21	6947.67
410.11	7015.93
410.01	6919.81
409.91	7078.54
409.81	7342.14
409.71	7331.27
409.61	7143.2
409.51	7275.91
409.41	6953.49
409.31	6797.55
409.21	7092.95
409.11	7073.16
409.01	7168.08
408.91	6972.55
408.81	6875.51
408.71	6862.54
408.61	6773.74
408.51	7127.5
408.41	6955.29
408.31	7109.43
408.21	7278.4
408.11	7144.63
408.01	7138.51
407.91	6693.75
407.81	7187.5
407.71	7228.87
407.61	7171.93
407.51	7225.56
407.41	6919.36
407.31	7057.14
407.21	6829.65
407.11	6962.9
407.01	7063
406.91	7253.71
406.81	7497.31
406.71	7150.04
406.61	7325.56
406.51	7591.86
406.41	7399.82
406.31	7362.77
406.21	7182.87
406.11	7272.18
406.01	7250.32
405.91	7318.82
405.81	7223.83
405.71	7147.32
405.61	7126.06
405.51	7233.09
405.41	7402.87
405.31	7245.97
405.21	7360.56
405.11	7185.71
405.01	7106.37
404.91	7496.71
404.81	7130.82
404.71	7158.15
404.61	7040.99
404.51	7003.89
404.41	6759.49
404.31	7167.76
404.21	7133.7
404.11	7240.78
404.01	7049.93
403.91	7303.57
403.81	7220.15
403.71	7171.07
403.61	7144
403.51	7161.02
403.41	7291.45
403.31	7436.56
403.21	7138.22
403.11	7185.34
403.01	7378.36
402.91	7413.8
402.81	7265.5
402.71	7337.5
402.61	7391.44
402.51	7522.87
402.41	7592.13
402.31	7271.12
402.21	7612.77
402.11	7888.8
402.01	7946.17
401.91	8098.34
401.81	7786.39
401.71	8318.76
401.61	8331.8
401.51	8538.39
401.41	8553.26
401.31	8874.44
401.21	9082.23
401.11	9144.61
401.01	9698.56
400.91	9894.41
400.81	10474.7
400.71	10573.8
400.61	10956
400.51	11232.2
400.41	11707.7
400.31	11565.7
400.21	11671.2
400.11	12273.9
400.01	12515.7
399.91	12626.9
399.81	12378.7
399.71	12168.5
399.61	11962.4
399.51	11629.9
399.41	11639.2
399.31	11442.4
399.21	10845.9
399.11	10477.8
399.01	10124.9
398.91	9840.07
398.81	9256.53
398.71	9410.53
398.61	8669.47
398.51	8704.17
398.41	8295.68
398.31	8442.88
398.21	8006.33
398.11	7885.49
398.01	7333.36
397.91	7660.98
397.81	7613.18
397.71	7368.42
397.61	7230.74
397.51	7367.85
397.41	7005.02
397.31	6831.57
397.21	6975.02
397.11	7190.32
397.01	7231.74
396.91	6829.91
396.81	6850.98
396.71	7215.6
396.61	6686.24
396.51	6736.66
396.41	6779.14
396.31	6970.11
396.21	6827.62
396.11	6654.36
396.01	6613.06
395.91	6615.84
395.81	6818.41
395.71	6699.63
395.61	6942.65
395.51	7022.98
395.41	6988.65
395.31	6925
395.21	6845.8
395.11	7049.71
395.01	6780
394.91	6938.59
394.81	6819.79
394.71	6870.27
394.61	6705.15
394.51	6860.86
394.41	6831.38
394.31	6617.13
394.21	6660.34
394.11	6702.51
394.01	6619.75
393.91	6786.5
393.81	6759.66
393.71	6943.04
393.61	6760.44
393.51	6579.42
393.41	6799.33
393.31	6841.74
393.21	7014.64
393.11	6902.86
393.01	6842.95
392.91	6799.84
392.81	6814.79
392.71	6675.97
392.61	6702.05
