410.72	7257.86
410.62	7669.2
410.52	7970.17
410.42	7694.58
410.32	7620.71
410.22	7598.51
410.12	7826.27
410.02	7767.74
409.92	7694.65
409.82	7510.83
409.72	7930.88
409.62	7951.76
409.52	7893.45
409.42	7989.1
409.32	7824.27
409.22	7700.68
409.12	7808.37
409.02	7710
408.92	7496
408.82	7867.24
408.72	7770.33
408.62	7997.46
408.52	7763.61
408.42	7524.17
408.32	7985.63
408.22	7668.58
408.12	7584.43
408.02	7660.41
407.92	7897
407.82	8038.35
407.72	7929.03
407.62	7892.87
407.52	7969.95
407.42	7612.33
407.32	7696.93
407.22	7586.4
407.12	7885.43
407.02	8146.93
406.92	8096.84
406.82	7768.27
406.72	8270.88
406.62	8011.4
406.52	8070.56
406.42	7820.16
406.32	8018.53
406.22	8004.59
406.12	8120.54
406.02	7998.7
405.92	7982.31
405.82	8090.42
405.72	8084.93
405.62	8157.67
405.52	7774.38
405.42	7509.82
405.32	8014.56
405.22	7517.14
405.12	7799.26
405.02	7991.75
404.92	7707.8
404.82	7889.54
404.72	7958.12
404.62	7838.76
404.52	7544.99
404.42	8161.22
404.32	7991.13
404.22	7803.33
404.12	8190.12
404.02	8027.69
403.92	7998.5
403.82	7769.12
403.72	7711.18
403.62	7758.66
403.52	7759.39
403.42	7767.76
403.32	7787.57
403.22	8047.77
403.12	8077.28
403.02	8016.34
402.92	7926.87
402.82	8291.02
402.72	7940.31
402.62	7838.77
402.52	7919.85
402.42	8269.35
402.32	8198.12
402.22	8000.94
402.12	8380.25
402.02	8332.32
401.92	8638.54
401.82	8717.41
401.72	8413.45
401.62	8807.18
401.52	9022.64
401.42	9216.3
401.32	9333.5
401.22	9575
401.12	9704.75
401.02	9777.18
400.92	9456.93
400.82	9825.68
400.72	10026.8
400.62	10149.9
400.52	10720.6
400.42	11132.3
400.32	10968
400.22	11304.5
400.12	11434.1
400.02	11862.8
399.92	11581.8
399.82	11402.3
399.72	10856.9
399.62	11655.9
399.52	11044.1
399.42	10967.8
399.32	10454.7
399.22	10594.8
399.12	10156.7
399.02	9862.23
398.92	9899.22
398.82	9725.87
398.72	9550.72
398.62	9253.55
398.52	9281.87
398.42	9356.15
398.32	8929.65
398.22	8615.33
398.12	8616.48
398.02	8698.74
397.92	8360.9
397.82	8269.15
397.72	8066.27
397.62	8027.06
397.52	7899.95
397.42	7768.11
397.32	7777.73
397.22	7652.45
397.12	7643.38
397.02	7375.2
396.92	7534.53
396.82	7876
396.72	7682.71
396.62	7451.63
396.52	7607.51
396.42	7515.93
396.32	7759.67
396.22	7733.23
396.12	7513.28
396.02	7509.53
395.92	7813.89
395.82	7578.05
395.72	7503.15
395.62	7484.95
395.52	7433.28
395.42	7663.1
395.32	7631.45
395.22	7327.13
395.12	7720.14
395.02	7754.19
394.92	7724.66
394.82	7778.11
394.72	7550.04
394.62	7435.98
394.52	7424.44
394.42	7723.91
394.32	7783.45
394.22	7549.05
394.12	7807.91
394.02	7964.42
393.92	7640.46
393.82	7540.5
393.72	7654.39
393.62	7756.23
393.52	7732.08
393.42	7289.26
393.32	7817.91
393.22	7933.2
393.12	7756.11
393.02	7525.54
392.92	7704.37
392.82	7996.93
392.72	7469.38
