410.45	7692.5
410.35	7622.35
410.25	7702.41
410.15	7612.57
410.05	7759.77
409.95	7583.13
409.85	7764.12
409.75	7755.6
409.65	8018.64
409.55	7657.69
409.45	7525.92
409.35	7581.65
409.25	7655.76
409.15	7428.04
409.05	7521.4
408.95	7858.25
408.85	7684.38
408.75	7584.1
408.65	7930.58
408.55	7870.91
408.45	7555.25
408.35	7613.67
408.25	7526.81
408.15	7909.06
408.05	7745.25
407.95	7524
407.85	7502.97
407.75	7807.69
407.65	7778.5
407.55	7801.33
407.45	7681.8
407.35	7865.97
407.25	7495.15
407.15	7870.85
407.05	7728.57
406.95	7477.8
406.85	7535.15
406.75	7585.51
406.65	8061.22
406.55	7842.3
406.45	7846.1
406.35	7605
406.25	7846.92
406.15	7772.37
406.05	7632.49
405.95	7865.5
405.85	7778.42
405.75	7700.29
405.65	7850.86
405.55	7824.09
405.45	7726.66
405.35	7838.34
405.25	7691.44
405.15	7726.65
405.05	7884.92
404.95	7600.42
404.85	7796.18
404.75	7800.58
404.65	7784.05
404.55	7505.22
404.45	8058.4
404.35	7769.64
404.25	7600.3
404.15	7544.13
404.05	7653.87
403.95	7729.15
403.85	7554.56
403.75	8102.67
403.65	7837.26
403.55	7412.82
403.45	7590.65
403.35	7613.42
403.25	8086.98
403.15	7830.73
403.05	7833.74
402.95	8026.39
402.85	8091.73
402.75	7514
402.65	7795.39
402.55	8022.11
402.45	8146.63
402.35	8274.07
402.25	8200.84
402.15	8198.11
402.05	8491.12
401.95	8587.76
401.85	8559.67
401.75	8887.19
401.65	9195.28
401.55	9121.71
401.45	9280.53
401.35	9529.07
401.25	9710.67
401.15	10049.3
401.05	10109.8
400.95	10223.9
400.85	11063
400.75	11192.2
400.65	11452.2
400.55	12056.8
400.45	12422.2
400.35	13247.5
400.25	13403.3
400.15	13674.8
400.05	13849.4
399.95	13491.6
399.85	13468.5
399.75	13491.4
399.65	13770.8
399.55	13178.1
399.45	12835.9
399.35	12438.8
399.25	11992.1
399.15	12067.8
399.05	11331.2
398.95	11133.5
398.85	10812.7
398.75	10246.4
398.65	9605.82
398.55	9958.77
398.45	9251.21
398.35	9288.92
398.25	8665.42
398.15	8762.51
398.05	8696.2
397.95	8164.95
397.85	7984.99
397.75	8114.35
397.65	7799
397.55	7782.01
397.45	7911.88
397.35	7730.45
397.25	7712.83
397.15	7354.94
397.05	7538.91
396.95	7294.57
396.85	7300.87
396.75	7202.01
396.65	7194.8
396.55	7580.28
396.45	7348.86
396.35	7458.84
396.25	7224.3
396.15	7377.18
396.05	7567.76
395.95	7234.8
395.85	7459.1
395.75	7358
395.65	7623.32
395.55	7514.36
395.45	7339.57
395.35	7158.36
395.25	7404.59
395.15	7282.08
395.05	7420.82
394.95	7366.2
394.85	7354.19
394.75	7238.08
394.65	7557.05
394.55	7516
394.45	7285.76
394.35	7266.36
394.25	7221.3
394.15	7202.13
394.05	7570.65
393.95	7474.06
393.85	7248.7
393.75	7325.59
393.65	7291.47
393.55	7203.61
393.45	7469.75
393.35	7478.77
393.25	7336.4
393.15	7604.07
393.05	7165.35
392.95	6956.66
392.85	7485.65
392.75	7288.81
392.65	7420.07
392.55	7200.64
392.45	7341.48
